"Access","Access Start (UTCG)","Access End (UTCG)","Duration (sec)","Asset Full Name"
1247,30 Nov 2021 02:27:26.220,30 Nov 2021 02:31:10.309,224.089,"Awarua"
1248,30 Nov 2021 02:58:20.553,30 Nov 2021 03:00:30.775,130.222,"Panama"
1249,30 Nov 2021 03:13:33.501,30 Nov 2021 03:14:11.990,38.488,"Azores"
1250,30 Nov 2021 03:37:24.150,30 Nov 2021 03:40:52.941,208.791,"Bangladore"
1251,30 Nov 2021 03:52:09.587,30 Nov 2021 03:55:46.125,216.539,"Mingenew"
1252,30 Nov 2021 04:04:33.725,30 Nov 2021 04:07:12.315,158.590,"Awarua"
1253,30 Nov 2021 05:00:02.402,30 Nov 2021 05:02:56.492,174.090,"Nemea"
1254,30 Nov 2021 05:08:17.406,30 Nov 2021 05:09:54.049,96.643,"Dubai"
1255,30 Nov 2021 05:40:56.922,30 Nov 2021 05:44:14.217,197.296,"Awarua"
1256,30 Nov 2021 06:31:53.379,30 Nov 2021 06:34:23.165,149.785,"Puertollano"
1257,30 Nov 2021 06:53:21.532,30 Nov 2021 06:57:00.117,218.585,"Mauritius"
1258,30 Nov 2021 07:17:10.413,30 Nov 2021 07:20:36.325,205.912,"Awarua"
1259,30 Nov 2021 07:44:45.608,30 Nov 2021 07:48:29.252,223.645,"Los_Angeles"
1260,30 Nov 2021 08:04:17.649,30 Nov 2021 08:06:47.818,150.170,"Azores"
1261,30 Nov 2021 08:08:29.899,30 Nov 2021 08:10:06.427,96.528,"Puertollano"
1262,30 Nov 2021 09:12:09.340,30 Nov 2021 09:15:47.253,217.913,"Hawaii"
1263,30 Nov 2021 09:40:53.705,30 Nov 2021 09:42:31.615,97.910,"Azores"
1264,30 Nov 2021 09:45:15.475,30 Nov 2021 09:45:58.076,42.601,"Maspalomas"
1265,30 Nov 2021 11:59:57.469,30 Nov 2021 12:03:34.132,216.662,"Mingenew"
1266,30 Nov 2021 13:54:13.780,30 Nov 2021 13:56:06.864,113.084,"Tokyo"
1267,30 Nov 2021 14:25:53.149,30 Nov 2021 14:29:30.571,217.421,"Panama"
1268,30 Nov 2021 15:17:31.017,30 Nov 2021 15:19:23.179,112.163,"Singapore"
1269,30 Nov 2021 15:26:52.115,30 Nov 2021 15:30:32.511,220.396,"Jeju"
1270,30 Nov 2021 15:30:36.018,30 Nov 2021 15:32:08.770,92.751,"Tokyo"
1271,30 Nov 2021 15:51:03.071,30 Nov 2021 15:54:00.942,177.872,"Los_Angeles"
1272,30 Nov 2021 16:13:02.265,30 Nov 2021 16:16:16.939,194.674,"Cordoba"
1273,30 Nov 2021 16:40:48.392,30 Nov 2021 16:44:30.588,222.196,"Mauritius"
1274,30 Nov 2021 16:51:17.301,30 Nov 2021 16:54:29.746,192.444,"Bangladore"
1275,30 Nov 2021 17:52:41.513,30 Nov 2021 17:53:29.343,47.830,"Punta_Arenas"
1276,30 Nov 2021 17:53:39.389,30 Nov 2021 17:53:54.263,14.874,"Tolhuin"
1277,30 Nov 2021 18:11:01.661,30 Nov 2021 18:14:42.693,221.032,"Hartebeesthoek"
1278,30 Nov 2021 18:59:51.948,30 Nov 2021 19:03:25.683,213.735,"Hawaii"
1279,30 Nov 2021 19:27:09.165,30 Nov 2021 19:30:47.522,218.357,"Punta_Arenas"
1280,30 Nov 2021 19:27:53.693,30 Nov 2021 19:31:19.759,206.066,"Tolhuin"
1281,30 Nov 2021 20:03:18.580,30 Nov 2021 20:04:57.161,98.581,"Dubai"
1282,30 Nov 2021 21:03:14.913,30 Nov 2021 21:06:56.183,221.270,"Punta_Arenas"
1283,30 Nov 2021 21:03:57.318,30 Nov 2021 21:07:15.511,198.193,"Tolhuin"
1284,30 Nov 2021 21:58:35.470,30 Nov 2021 22:02:17.833,222.363,"Tokyo"
1285,30 Nov 2021 22:40:04.738,30 Nov 2021 22:41:57.716,112.978,"Punta_Arenas"
1286,30 Nov 2021 23:12:01.053,30 Nov 2021 23:15:05.135,184.082,"Nemea"
1287,30 Nov 2021 23:33:19.935,30 Nov 2021 23:36:17.442,177.507,"Jeju"
1288,1 Dec 2021 00:19:54.885,1 Dec 2021 00:23:12.824,197.938,"Cordoba"
1289,1 Dec 2021 00:40:02.134,1 Dec 2021 00:43:13.520,191.386,"Maspalomas"
1290,1 Dec 2021 00:43:39.818,1 Dec 2021 00:47:18.100,218.281,"Puertollano"
1291,1 Dec 2021 01:31:49.185,1 Dec 2021 01:35:14.588,205.403,"Awarua"
1292,1 Dec 2021 02:16:04.305,1 Dec 2021 02:19:43.124,218.819,"Azores"
1293,1 Dec 2021 02:48:19.898,1 Dec 2021 02:51:43.965,204.067,"Singapore"
1294,1 Dec 2021 02:57:52.649,1 Dec 2021 02:58:42.975,50.326,"Mingenew"
1295,1 Dec 2021 03:08:12.072,1 Dec 2021 03:11:27.778,195.706,"Awarua"
1296,1 Dec 2021 03:38:04.743,1 Dec 2021 03:41:24.027,199.284,"Panama"
1297,1 Dec 2021 04:11:42.189,1 Dec 2021 04:15:07.060,204.871,"Dubai"
1298,1 Dec 2021 04:18:55.014,1 Dec 2021 04:19:57.969,62.955,"Bangladore"
1299,1 Dec 2021 04:45:12.889,1 Dec 2021 04:47:52.190,159.301,"Awarua"
1300,1 Dec 2021 05:40:06.224,1 Dec 2021 05:43:47.452,221.229,"Nemea"
1301,1 Dec 2021 06:21:14.346,1 Dec 2021 06:24:59.923,225.577,"Awarua"
1302,1 Dec 2021 06:50:46.105,1 Dec 2021 06:51:10.344,24.238,"Los_Angeles"
1303,1 Dec 2021 07:11:46.999,1 Dec 2021 07:15:29.491,222.492,"Puertollano"
1304,1 Dec 2021 08:26:16.274,1 Dec 2021 08:27:58.341,102.066,"Los_Angeles"
1305,1 Dec 2021 08:44:11.329,1 Dec 2021 08:47:54.115,222.786,"Azores"
1306,1 Dec 2021 08:48:09.766,1 Dec 2021 08:51:43.634,213.868,"Maspalomas"
1307,1 Dec 2021 09:06:13.203,1 Dec 2021 09:09:49.176,215.973,"Hartebeesthoek"
1308,1 Dec 2021 12:40:48.949,1 Dec 2021 12:43:21.078,152.129,"Mingenew"
1309,1 Dec 2021 14:21:18.127,1 Dec 2021 14:24:12.377,174.250,"Singapore"
1310,1 Dec 2021 14:32:10.578,1 Dec 2021 14:33:52.713,102.136,"Jeju"
1311,1 Dec 2021 14:33:35.386,1 Dec 2021 14:37:20.025,224.639,"Tokyo"
1312,1 Dec 2021 14:55:07.491,1 Dec 2021 14:58:26.983,199.492,"Los_Angeles"
1313,1 Dec 2021 15:17:28.365,1 Dec 2021 15:20:21.968,173.603,"Cordoba"
1314,1 Dec 2021 16:09:05.263,1 Dec 2021 16:09:22.016,16.753,"Jeju"
1315,1 Dec 2021 17:31:56.921,1 Dec 2021 17:34:30.729,153.809,"Bangladore"
1316,1 Dec 2021 18:31:45.437,1 Dec 2021 18:34:49.846,184.408,"Punta_Arenas"
1317,1 Dec 2021 18:32:32.760,1 Dec 2021 18:35:23.624,170.864,"Tolhuin"
1318,1 Dec 2021 18:52:32.723,1 Dec 2021 18:53:46.283,73.560,"Hartebeesthoek"
1319,1 Dec 2021 19:06:33.855,1 Dec 2021 19:10:05.894,212.040,"Dubai"
1320,1 Dec 2021 20:07:27.914,1 Dec 2021 20:11:12.434,224.520,"Punta_Arenas"
1321,1 Dec 2021 20:08:09.953,1 Dec 2021 20:11:41.293,211.340,"Tolhuin"
1322,1 Dec 2021 21:03:48.282,1 Dec 2021 21:05:15.774,87.492,"Tokyo"
1323,1 Dec 2021 21:43:43.794,1 Dec 2021 21:47:06.647,202.853,"Punta_Arenas"
1324,1 Dec 2021 21:44:35.008,1 Dec 2021 21:47:07.796,152.788,"Tolhuin"
1325,1 Dec 2021 22:15:56.644,1 Dec 2021 22:19:30.785,214.140,"Nemea"
1326,1 Dec 2021 22:37:24.966,1 Dec 2021 22:40:42.912,197.946,"Jeju"
1327,1 Dec 2021 22:39:49.338,1 Dec 2021 22:41:38.629,109.291,"Tokyo"
1328,1 Dec 2021 23:24:17.934,1 Dec 2021 23:27:16.641,178.706,"Cordoba"
1329,1 Dec 2021 23:44:31.169,1 Dec 2021 23:47:17.000,165.832,"Maspalomas"
1330,1 Dec 2021 23:48:22.314,1 Dec 2021 23:51:08.806,166.493,"Puertollano"
1331,2 Dec 2021 01:20:47.377,2 Dec 2021 01:23:33.394,166.017,"Azores"
1332,2 Dec 2021 01:25:11.344,2 Dec 2021 01:26:52.649,101.305,"Puertollano"
1333,2 Dec 2021 02:12:01.224,2 Dec 2021 02:15:47.352,226.128,"Awarua"
1334,2 Dec 2021 02:57:34.854,2 Dec 2021 02:59:18.522,103.669,"Azores"
1335,2 Dec 2021 03:22:10.492,2 Dec 2021 03:25:20.614,190.121,"Bangladore"
1336,2 Dec 2021 03:36:43.908,2 Dec 2021 03:40:25.276,221.368,"Mingenew"
1337,2 Dec 2021 03:49:05.912,2 Dec 2021 03:51:48.205,162.293,"Awarua"
1338,2 Dec 2021 04:44:49.131,2 Dec 2021 04:47:19.465,150.334,"Nemea"
1339,2 Dec 2021 04:52:26.515,2 Dec 2021 04:55:01.608,155.092,"Dubai"
1340,2 Dec 2021 05:25:34.750,2 Dec 2021 05:28:45.769,191.018,"Awarua"
1341,2 Dec 2021 06:16:43.116,2 Dec 2021 06:18:42.302,119.185,"Puertollano"
1342,2 Dec 2021 06:21:43.872,2 Dec 2021 06:22:41.687,57.815,"Nemea"
1343,2 Dec 2021 06:38:02.970,2 Dec 2021 06:41:33.646,210.676,"Mauritius"
1344,2 Dec 2021 07:01:43.411,2 Dec 2021 07:05:18.382,214.971,"Awarua"
1345,2 Dec 2021 07:29:22.354,2 Dec 2021 07:33:06.161,223.807,"Los_Angeles"
1346,2 Dec 2021 07:49:07.321,2 Dec 2021 07:51:07.013,119.692,"Azores"
1347,2 Dec 2021 07:52:43.718,2 Dec 2021 07:55:09.852,146.133,"Puertollano"
1348,2 Dec 2021 08:56:45.592,2 Dec 2021 09:00:25.359,219.767,"Hawaii"
1349,2 Dec 2021 09:25:07.802,2 Dec 2021 09:27:34.756,146.955,"Azores"
1350,2 Dec 2021 09:29:08.827,2 Dec 2021 09:31:21.754,132.928,"Maspalomas"
1351,2 Dec 2021 09:47:26.298,2 Dec 2021 09:49:25.783,119.485,"Hartebeesthoek"
1352,2 Dec 2021 11:44:40.243,2 Dec 2021 11:48:03.897,203.654,"Mingenew"
1353,2 Dec 2021 14:10:33.936,2 Dec 2021 14:14:04.464,210.528,"Panama"
1354,2 Dec 2021 15:01:40.215,2 Dec 2021 15:04:28.484,168.269,"Singapore"
1355,2 Dec 2021 15:11:26.868,2 Dec 2021 15:15:10.963,224.095,"Jeju"
1356,2 Dec 2021 15:14:48.077,2 Dec 2021 15:17:05.682,137.606,"Tokyo"
1357,2 Dec 2021 15:35:30.295,2 Dec 2021 15:38:49.641,199.345,"Los_Angeles"
1358,2 Dec 2021 15:57:30.766,2 Dec 2021 16:01:00.479,209.713,"Cordoba"
1359,2 Dec 2021 16:25:26.674,2 Dec 2021 16:29:06.593,219.919,"Mauritius"
1360,2 Dec 2021 16:36:12.294,2 Dec 2021 16:38:50.381,158.088,"Bangladore"
1361,2 Dec 2021 17:55:42.547,2 Dec 2021 17:59:15.191,212.644,"Hartebeesthoek"
1362,2 Dec 2021 18:44:27.675,2 Dec 2021 18:48:04.670,216.994,"Hawaii"
1363,2 Dec 2021 19:11:47.573,2 Dec 2021 19:15:23.540,215.967,"Punta_Arenas"
1364,2 Dec 2021 19:12:32.579,2 Dec 2021 19:15:56.099,203.520,"Tolhuin"
1365,2 Dec 2021 19:47:27.016,2 Dec 2021 19:49:59.701,152.685,"Dubai"
1366,2 Dec 2021 20:47:51.303,2 Dec 2021 20:51:33.816,222.513,"Punta_Arenas"
1367,2 Dec 2021 20:48:33.247,2 Dec 2021 20:51:55.069,201.822,"Tolhuin"
1368,2 Dec 2021 21:43:13.399,2 Dec 2021 21:46:53.078,219.679,"Tokyo"
1369,2 Dec 2021 22:24:31.403,2 Dec 2021 22:26:48.621,137.218,"Punta_Arenas"
1370,2 Dec 2021 22:56:28.355,2 Dec 2021 22:59:48.463,200.108,"Nemea"
1371,2 Dec 2021 23:17:47.016,2 Dec 2021 23:21:06.287,199.271,"Jeju"
1372,3 Dec 2021 00:04:24.768,3 Dec 2021 00:07:58.365,213.597,"Cordoba"
1373,3 Dec 2021 00:24:29.465,3 Dec 2021 00:27:58.501,209.037,"Maspalomas"
1374,3 Dec 2021 00:28:13.526,3 Dec 2021 00:31:56.819,223.293,"Puertollano"
1375,3 Dec 2021 01:16:33.010,3 Dec 2021 01:19:46.308,193.298,"Awarua"
1376,3 Dec 2021 02:00:38.086,3 Dec 2021 02:04:21.789,223.703,"Azores"
1377,3 Dec 2021 02:32:51.631,3 Dec 2021 02:36:27.211,215.579,"Singapore"
1378,3 Dec 2021 02:52:43.877,3 Dec 2021 02:56:05.649,201.772,"Awarua"
1379,3 Dec 2021 03:22:33.897,3 Dec 2021 03:26:09.241,215.344,"Panama"
1380,3 Dec 2021 03:56:28.273,3 Dec 2021 03:59:33.540,185.267,"Dubai"
1381,3 Dec 2021 04:02:51.869,3 Dec 2021 04:05:17.049,145.180,"Bangladore"
1382,3 Dec 2021 04:18:44.205,3 Dec 2021 04:19:21.780,37.576,"Mingenew"
1383,3 Dec 2021 04:29:48.347,3 Dec 2021 04:32:24.717,156.370,"Awarua"
1384,3 Dec 2021 05:24:42.311,3 Dec 2021 05:28:25.067,222.756,"Nemea"
1385,3 Dec 2021 06:05:51.677,3 Dec 2021 06:09:34.224,222.547,"Awarua"
1386,3 Dec 2021 06:56:24.980,3 Dec 2021 07:00:04.307,219.327,"Puertollano"
1387,3 Dec 2021 07:19:12.547,3 Dec 2021 07:21:09.848,117.301,"Mauritius"
1388,3 Dec 2021 07:43:08.240,3 Dec 2021 07:44:22.725,74.485,"Awarua"
1389,3 Dec 2021 08:10:29.158,3 Dec 2021 08:12:54.867,145.709,"Los_Angeles"
1390,3 Dec 2021 08:28:49.315,3 Dec 2021 08:32:28.919,219.604,"Azores"
1391,3 Dec 2021 08:32:52.543,3 Dec 2021 08:36:13.669,201.126,"Maspalomas"
1392,3 Dec 2021 08:50:56.624,3 Dec 2021 08:54:20.887,204.263,"Hartebeesthoek"
1393,3 Dec 2021 12:25:10.318,3 Dec 2021 12:28:16.042,185.725,"Mingenew"
1394,3 Dec 2021 14:06:20.866,3 Dec 2021 14:08:24.437,123.571,"Singapore"
1395,3 Dec 2021 14:18:13.224,3 Dec 2021 14:21:56.025,222.800,"Tokyo"
1396,3 Dec 2021 14:39:52.239,3 Dec 2021 14:42:53.447,181.208,"Los_Angeles"
1397,3 Dec 2021 15:02:25.881,3 Dec 2021 15:04:41.046,135.165,"Cordoba"
1398,3 Dec 2021 15:52:52.190,3 Dec 2021 15:54:43.973,111.782,"Jeju"
1399,3 Dec 2021 17:07:24.310,3 Dec 2021 17:07:43.513,19.203,"Mauritius"
1400,3 Dec 2021 17:16:15.932,3 Dec 2021 17:19:25.133,189.201,"Bangladore"
1401,3 Dec 2021 18:16:28.752,3 Dec 2021 18:19:22.820,174.068,"Punta_Arenas"
1402,3 Dec 2021 18:17:16.337,3 Dec 2021 18:19:56.757,160.419,"Tolhuin"
1403,3 Dec 2021 18:36:35.215,3 Dec 2021 18:39:00.600,145.384,"Hartebeesthoek"
1404,3 Dec 2021 18:51:20.497,3 Dec 2021 18:54:34.757,194.259,"Dubai"
1405,3 Dec 2021 19:52:04.954,3 Dec 2021 19:55:49.097,224.144,"Punta_Arenas"
1406,3 Dec 2021 19:52:47.323,3 Dec 2021 19:56:18.764,211.441,"Tolhuin"
1407,3 Dec 2021 21:28:18.902,3 Dec 2021 21:31:46.776,207.874,"Punta_Arenas"
1408,3 Dec 2021 21:29:07.471,3 Dec 2021 21:31:52.236,164.765,"Tolhuin"
1409,3 Dec 2021 22:00:40.666,3 Dec 2021 22:04:02.010,201.344,"Nemea"
1410,3 Dec 2021 22:22:10.210,3 Dec 2021 22:25:08.876,178.666,"Jeju"
1411,3 Dec 2021 22:24:04.630,3 Dec 2021 22:26:40.361,155.730,"Tokyo"
1412,3 Dec 2021 23:09:08.508,3 Dec 2021 23:11:36.686,148.178,"Cordoba"
1413,3 Dec 2021 23:29:33.461,3 Dec 2021 23:31:31.350,117.890,"Maspalomas"
1414,3 Dec 2021 23:33:19.004,3 Dec 2021 23:35:29.008,130.004,"Puertollano"
1415,4 Dec 2021 01:05:44.269,4 Dec 2021 01:07:53.412,129.143,"Azores"
1416,4 Dec 2021 01:09:27.478,4 Dec 2021 01:11:45.025,137.548,"Puertollano"
1417,4 Dec 2021 01:56:37.078,4 Dec 2021 02:00:24.010,226.932,"Awarua"
1418,4 Dec 2021 02:41:51.365,4 Dec 2021 02:44:10.538,139.173,"Azores"
1419,4 Dec 2021 03:07:03.691,4 Dec 2021 03:09:40.959,157.268,"Bangladore"
1420,4 Dec 2021 03:21:21.659,4 Dec 2021 03:25:01.663,220.004,"Mingenew"
1421,4 Dec 2021 03:33:37.740,4 Dec 2021 03:36:24.594,166.855,"Awarua"
1422,4 Dec 2021 04:29:39.813,4 Dec 2021 04:31:37.794,117.981,"Nemea"
1423,4 Dec 2021 04:36:48.331,4 Dec 2021 04:39:55.946,187.615,"Dubai"
1424,4 Dec 2021 05:10:12.443,4 Dec 2021 05:13:17.162,184.719,"Awarua"
1425,4 Dec 2021 06:01:40.540,4 Dec 2021 06:02:53.104,72.564,"Puertollano"
1426,4 Dec 2021 06:05:46.954,4 Dec 2021 06:07:56.083,129.129,"Nemea"
1427,4 Dec 2021 06:22:49.511,4 Dec 2021 06:26:02.559,193.047,"Mauritius"
1428,4 Dec 2021 06:46:17.487,4 Dec 2021 06:49:58.819,221.332,"Awarua"
1429,4 Dec 2021 07:14:01.994,4 Dec 2021 07:17:40.848,218.855,"Los_Angeles"
1430,4 Dec 2021 07:34:04.552,4 Dec 2021 07:35:18.009,73.457,"Azores"
1431,4 Dec 2021 07:37:06.928,4 Dec 2021 07:40:03.256,176.328,"Puertollano"
1432,4 Dec 2021 08:41:26.328,4 Dec 2021 08:44:59.500,213.173,"Hawaii"
1433,4 Dec 2021 09:09:31.114,4 Dec 2021 09:12:28.052,176.938,"Azores"
1434,4 Dec 2021 09:13:26.763,4 Dec 2021 09:16:20.307,173.543,"Maspalomas"
1435,4 Dec 2021 09:31:40.031,4 Dec 2021 09:34:23.242,163.211,"Hartebeesthoek"
1436,4 Dec 2021 11:29:26.378,4 Dec 2021 11:32:29.575,183.197,"Mingenew"
1437,4 Dec 2021 13:55:20.019,4 Dec 2021 13:58:32.749,192.730,"Panama"
1438,4 Dec 2021 14:46:02.227,4 Dec 2021 14:49:21.157,198.930,"Singapore"
1439,4 Dec 2021 14:56:04.481,4 Dec 2021 14:59:47.237,222.756,"Jeju"
1440,4 Dec 2021 14:59:07.990,4 Dec 2021 15:01:55.461,167.470,"Tokyo"
1441,4 Dec 2021 15:20:01.195,4 Dec 2021 15:23:34.020,212.825,"Los_Angeles"
1442,4 Dec 2021 15:42:02.670,4 Dec 2021 15:45:41.326,218.656,"Cordoba"
1443,4 Dec 2021 16:10:08.820,4 Dec 2021 16:13:38.178,209.358,"Mauritius"
1444,4 Dec 2021 16:21:22.886,4 Dec 2021 16:22:55.646,92.760,"Bangladore"
1445,4 Dec 2021 17:40:26.895,4 Dec 2021 17:43:43.544,196.649,"Hartebeesthoek"
1446,4 Dec 2021 18:29:07.353,4 Dec 2021 18:32:39.168,211.815,"Hawaii"
1447,4 Dec 2021 18:56:26.389,4 Dec 2021 18:59:59.352,212.963,"Punta_Arenas"
1448,4 Dec 2021 18:57:11.859,4 Dec 2021 19:00:32.189,200.330,"Tolhuin"
1449,4 Dec 2021 19:31:46.737,4 Dec 2021 19:34:51.694,184.957,"Dubai"
1450,4 Dec 2021 20:32:27.794,4 Dec 2021 20:36:11.222,223.428,"Punta_Arenas"
1451,4 Dec 2021 20:33:09.452,4 Dec 2021 20:36:34.187,204.735,"Tolhuin"
1452,4 Dec 2021 21:27:53.174,4 Dec 2021 21:31:25.793,212.619,"Tokyo"
1453,4 Dec 2021 22:09:00.937,4 Dec 2021 22:11:36.273,155.337,"Punta_Arenas"
1454,4 Dec 2021 22:40:58.105,4 Dec 2021 22:44:30.024,211.920,"Nemea"
1455,4 Dec 2021 23:02:17.866,4 Dec 2021 23:05:50.721,212.854,"Jeju"
1456,4 Dec 2021 23:48:57.906,4 Dec 2021 23:52:40.000,222.094,"Cordoba"
1457,5 Dec 2021 00:09:00.827,5 Dec 2021 00:12:40.146,219.319,"Maspalomas"
1458,5 Dec 2021 00:12:49.315,5 Dec 2021 00:16:34.121,224.806,"Puertollano"
1459,5 Dec 2021 01:01:19.219,5 Dec 2021 01:04:16.186,176.967,"Awarua"
1460,5 Dec 2021 01:45:13.946,5 Dec 2021 01:48:59.044,225.098,"Azores"
1461,5 Dec 2021 02:17:28.677,5 Dec 2021 02:21:05.139,216.462,"Singapore"
1462,5 Dec 2021 02:37:16.008,5 Dec 2021 02:40:43.534,207.525,"Awarua"
1463,5 Dec 2021 03:07:08.471,5 Dec 2021 03:10:49.352,220.880,"Panama"
1464,5 Dec 2021 03:41:19.614,5 Dec 2021 03:43:54.056,154.442,"Dubai"
1465,5 Dec 2021 03:47:10.324,5 Dec 2021 03:50:14.298,183.975,"Bangladore"
1466,5 Dec 2021 04:02:36.549,5 Dec 2021 04:04:39.298,122.749,"Mingenew"
1467,5 Dec 2021 04:14:23.223,5 Dec 2021 04:16:57.758,154.535,"Awarua"
1468,5 Dec 2021 05:09:20.018,5 Dec 2021 05:13:00.383,220.365,"Nemea"
1469,5 Dec 2021 05:50:29.248,5 Dec 2021 05:54:07.841,218.593,"Awarua"
1470,5 Dec 2021 06:41:04.368,5 Dec 2021 06:44:37.056,212.687,"Puertollano"
1471,5 Dec 2021 07:03:24.656,5 Dec 2021 07:06:09.805,165.150,"Mauritius"
1472,5 Dec 2021 07:27:21.390,5 Dec 2021 07:29:27.331,125.942,"Awarua"
1473,5 Dec 2021 07:54:49.696,5 Dec 2021 07:57:44.475,174.779,"Los_Angeles"
1474,5 Dec 2021 08:13:28.704,5 Dec 2021 08:17:01.662,212.958,"Azores"
1475,5 Dec 2021 08:17:38.949,5 Dec 2021 08:20:39.362,180.413,"Maspalomas"
1476,5 Dec 2021 08:35:45.096,5 Dec 2021 08:38:48.118,183.023,"Hartebeesthoek"
1477,5 Dec 2021 09:22:43.389,5 Dec 2021 09:24:28.704,105.315,"Hawaii"
1478,5 Dec 2021 12:09:37.733,5 Dec 2021 12:13:04.372,206.638,"Mingenew"
1479,5 Dec 2021 14:02:53.835,5 Dec 2021 14:06:29.929,216.094,"Tokyo"
1480,5 Dec 2021 14:24:40.321,5 Dec 2021 14:27:15.844,155.523,"Los_Angeles"
1481,5 Dec 2021 14:36:08.563,5 Dec 2021 14:38:21.588,133.026,"Panama"
1482,5 Dec 2021 14:47:43.220,5 Dec 2021 14:48:40.882,57.663,"Cordoba"
1483,5 Dec 2021 15:37:06.673,5 Dec 2021 15:39:39.137,152.463,"Jeju"
1484,5 Dec 2021 16:51:05.143,5 Dec 2021 16:53:19.237,134.094,"Mauritius"
1485,5 Dec 2021 17:00:42.637,5 Dec 2021 17:04:12.328,209.690,"Bangladore"
1486,5 Dec 2021 18:01:13.498,5 Dec 2021 18:03:54.721,161.223,"Punta_Arenas"
1487,5 Dec 2021 18:02:01.310,5 Dec 2021 18:04:28.781,147.471,"Tolhuin"
1488,5 Dec 2021 18:20:54.812,5 Dec 2021 18:23:57.294,182.483,"Hartebeesthoek"
1489,5 Dec 2021 18:36:13.393,5 Dec 2021 18:38:57.905,164.512,"Dubai"
1490,5 Dec 2021 19:10:38.967,5 Dec 2021 19:11:42.765,63.798,"Hawaii"
1491,5 Dec 2021 19:36:42.133,5 Dec 2021 19:40:25.683,223.550,"Punta_Arenas"
1492,5 Dec 2021 19:37:24.887,5 Dec 2021 19:40:56.044,211.157,"Tolhuin"
1493,5 Dec 2021 21:12:54.360,5 Dec 2021 21:16:26.292,211.932,"Punta_Arenas"
1494,5 Dec 2021 21:13:40.924,5 Dec 2021 21:16:35.391,174.467,"Tolhuin"
1495,5 Dec 2021 21:45:28.347,5 Dec 2021 21:48:30.213,181.867,"Nemea"
1496,5 Dec 2021 22:06:59.096,5 Dec 2021 22:09:30.464,151.368,"Jeju"
1497,5 Dec 2021 22:08:28.535,5 Dec 2021 22:11:32.855,184.320,"Tokyo"
1498,5 Dec 2021 22:54:07.277,5 Dec 2021 22:55:47.763,100.485,"Cordoba"
1499,5 Dec 2021 23:18:32.274,5 Dec 2021 23:19:33.249,60.975,"Puertollano"
1500,5 Dec 2021 23:23:13.279,5 Dec 2021 23:23:23.791,10.512,"Nemea"
1501,6 Dec 2021 00:50:58.331,6 Dec 2021 00:51:56.881,58.550,"Azores"
1502,6 Dec 2021 00:53:48.972,6 Dec 2021 00:56:32.694,163.722,"Puertollano"
1503,6 Dec 2021 01:41:13.888,6 Dec 2021 01:45:00.194,226.305,"Awarua"
1504,6 Dec 2021 02:26:13.061,6 Dec 2021 02:28:58.031,164.970,"Azores"
1505,6 Dec 2021 02:52:10.341,6 Dec 2021 02:53:47.338,96.997,"Bangladore"
1506,6 Dec 2021 03:06:03.025,6 Dec 2021 03:09:35.087,212.062,"Mingenew"
1507,6 Dec 2021 03:18:09.310,6 Dec 2021 03:21:01.412,172.101,"Awarua"
1508,6 Dec 2021 04:14:39.796,6 Dec 2021 04:15:46.152,66.356,"Nemea"
1509,6 Dec 2021 04:21:16.399,6 Dec 2021 04:24:43.497,207.097,"Dubai"
1510,6 Dec 2021 04:54:49.929,6 Dec 2021 04:57:48.493,178.564,"Awarua"
1511,6 Dec 2021 05:50:06.937,6 Dec 2021 05:52:52.960,166.023,"Nemea"
1512,6 Dec 2021 06:07:42.849,6 Dec 2021 06:10:25.120,162.271,"Mauritius"
1513,6 Dec 2021 06:30:52.424,6 Dec 2021 06:34:37.877,225.453,"Awarua"
1514,6 Dec 2021 06:58:44.848,6 Dec 2021 07:02:12.989,208.142,"Los_Angeles"
1515,6 Dec 2021 07:21:34.794,6 Dec 2021 07:24:51.380,196.586,"Puertollano"
1516,6 Dec 2021 08:26:12.064,6 Dec 2021 08:29:29.125,197.061,"Hawaii"
1517,6 Dec 2021 08:53:59.037,6 Dec 2021 08:57:16.113,197.075,"Azores"
1518,6 Dec 2021 08:57:52.414,6 Dec 2021 09:01:10.588,198.174,"Maspalomas"
1519,6 Dec 2021 09:16:02.293,6 Dec 2021 09:19:12.914,190.621,"Hartebeesthoek"
1520,6 Dec 2021 11:14:17.162,6 Dec 2021 11:16:49.862,152.700,"Mingenew"
1521,6 Dec 2021 13:40:13.121,6 Dec 2021 13:42:53.645,160.524,"Panama"
1522,6 Dec 2021 14:30:31.432,6 Dec 2021 14:34:06.766,215.333,"Singapore"
1523,6 Dec 2021 14:40:45.133,6 Dec 2021 14:44:21.145,216.012,"Jeju"
1524,6 Dec 2021 14:43:32.340,6 Dec 2021 14:46:41.532,189.193,"Tokyo"
1525,6 Dec 2021 15:04:34.891,6 Dec 2021 15:08:14.943,220.052,"Los_Angeles"
1526,6 Dec 2021 15:26:37.740,6 Dec 2021 15:30:19.710,221.970,"Cordoba"
1527,6 Dec 2021 15:54:55.380,6 Dec 2021 15:58:04.733,189.353,"Mauritius"
1528,6 Dec 2021 17:25:15.592,6 Dec 2021 17:28:06.838,171.246,"Hartebeesthoek"
1529,6 Dec 2021 18:13:51.181,6 Dec 2021 18:17:08.951,197.770,"Hawaii"
1530,6 Dec 2021 18:41:05.687,6 Dec 2021 18:44:34.915,209.228,"Punta_Arenas"
