"Access","Access Start (UTCG)","Access End (UTCG)","Duration (sec)","Asset Full Name"
384,8 Nov 2021 22:16:20.626,8 Nov 2021 22:20:03.880,223.254,"Punta_Arenas"
385,8 Nov 2021 22:17:02.332,8 Nov 2021 22:20:26.487,204.155,"Tolhuin"
386,8 Nov 2021 23:11:45.135,8 Nov 2021 23:15:19.680,214.546,"Tokyo"
387,8 Nov 2021 23:52:55.123,8 Nov 2021 23:55:26.878,151.754,"Punta_Arenas"
388,9 Nov 2021 00:24:52.232,9 Nov 2021 00:28:21.888,209.656,"Nemea"
389,9 Nov 2021 00:46:11.679,9 Nov 2021 00:49:42.142,210.463,"Jeju"
390,9 Nov 2021 01:32:51.239,9 Nov 2021 01:36:32.013,220.775,"Cordoba"
391,9 Nov 2021 01:52:54.477,9 Nov 2021 01:56:32.111,217.634,"Maspalomas"
392,9 Nov 2021 01:56:42.128,9 Nov 2021 02:00:26.910,224.782,"Puertollano"
393,9 Nov 2021 02:45:09.681,9 Nov 2021 02:48:10.677,180.996,"Awarua"
394,9 Nov 2021 03:29:06.743,9 Nov 2021 03:32:51.843,225.100,"Azores"
395,9 Nov 2021 04:01:20.958,9 Nov 2021 04:04:58.108,217.150,"Singapore"
396,9 Nov 2021 04:21:09.779,9 Nov 2021 04:24:36.068,206.289,"Awarua"
397,9 Nov 2021 04:51:01.300,9 Nov 2021 04:54:41.803,220.503,"Panama"
398,9 Nov 2021 05:25:08.607,9 Nov 2021 05:27:51.052,162.446,"Dubai"
399,9 Nov 2021 05:31:06.251,9 Nov 2021 05:34:03.474,177.222,"Bangladore"
400,9 Nov 2021 05:46:35.760,9 Nov 2021 05:48:26.390,110.629,"Mingenew"
401,9 Nov 2021 05:58:16.476,9 Nov 2021 06:00:51.305,154.829,"Awarua"
402,9 Nov 2021 06:53:12.459,9 Nov 2021 06:56:53.673,221.214,"Nemea"
403,9 Nov 2021 07:34:21.836,9 Nov 2021 07:38:01.365,219.529,"Awarua"
404,9 Nov 2021 08:24:56.453,9 Nov 2021 08:28:30.893,214.440,"Puertollano"
405,9 Nov 2021 08:47:21.756,9 Nov 2021 08:49:58.536,156.780,"Mauritius"
406,9 Nov 2021 09:11:18.109,9 Nov 2021 09:13:15.291,117.182,"Awarua"
407,9 Nov 2021 09:38:45.601,9 Nov 2021 09:41:34.809,169.208,"Los_Angeles"
408,9 Nov 2021 09:57:20.789,9 Nov 2021 10:00:55.500,214.711,"Azores"
409,9 Nov 2021 10:01:29.248,9 Nov 2021 10:04:35.002,185.754,"Maspalomas"
410,9 Nov 2021 10:19:34.790,9 Nov 2021 10:22:43.461,188.672,"Hartebeesthoek"
411,9 Nov 2021 11:06:45.694,9 Nov 2021 11:08:12.394,86.701,"Hawaii"
412,9 Nov 2021 13:53:32.176,9 Nov 2021 13:56:55.055,202.878,"Mingenew"
413,9 Nov 2021 15:35:43.397,9 Nov 2021 15:36:01.890,18.493,"Singapore"
414,9 Nov 2021 15:46:45.515,9 Nov 2021 15:50:23.536,218.021,"Tokyo"
415,9 Nov 2021 16:08:30.262,9 Nov 2021 16:11:12.197,161.936,"Los_Angeles"
416,9 Nov 2021 16:20:08.400,9 Nov 2021 16:22:06.864,118.464,"Panama"
417,9 Nov 2021 16:31:22.920,9 Nov 2021 16:32:45.896,82.976,"Cordoba"
418,9 Nov 2021 17:21:03.604,9 Nov 2021 17:23:28.555,144.951,"Jeju"
419,9 Nov 2021 18:35:04.535,9 Nov 2021 18:37:04.772,120.237,"Mauritius"
420,9 Nov 2021 18:44:37.109,9 Nov 2021 18:48:03.298,206.190,"Bangladore"
421,9 Nov 2021 19:45:04.377,9 Nov 2021 19:47:48.689,164.312,"Punta_Arenas"
422,9 Nov 2021 19:45:52.140,9 Nov 2021 19:48:22.726,150.585,"Tolhuin"
423,9 Nov 2021 20:04:50.624,9 Nov 2021 20:07:46.478,175.854,"Hartebeesthoek"
424,9 Nov 2021 20:20:01.940,9 Nov 2021 20:22:54.321,172.381,"Dubai"
425,9 Nov 2021 21:20:34.808,9 Nov 2021 21:24:18.512,223.703,"Punta_Arenas"
426,9 Nov 2021 21:21:17.473,9 Nov 2021 21:24:48.729,211.256,"Tolhuin"
427,9 Nov 2021 22:56:47.400,9 Nov 2021 23:00:18.517,211.117,"Punta_Arenas"
428,9 Nov 2021 22:57:34.358,9 Nov 2021 23:00:26.865,172.507,"Tolhuin"
429,9 Nov 2021 23:29:18.354,9 Nov 2021 23:32:25.199,186.845,"Nemea"
430,9 Nov 2021 23:50:48.821,9 Nov 2021 23:53:27.035,158.214,"Jeju"
431,9 Nov 2021 23:52:23.670,9 Nov 2021 23:55:22.699,179.029,"Tokyo"
432,10 Nov 2021 00:37:54.044,10 Nov 2021 00:39:47.430,113.386,"Cordoba"
433,10 Nov 2021 00:58:48.401,10 Nov 2021 00:59:18.308,29.907,"Maspalomas"
434,10 Nov 2021 01:02:13.760,10 Nov 2021 01:03:36.398,82.638,"Puertollano"
435,10 Nov 2021 02:34:39.444,10 Nov 2021 02:36:00.399,80.955,"Azores"
436,10 Nov 2021 02:37:44.787,10 Nov 2021 02:40:23.349,158.562,"Puertollano"
437,10 Nov 2021 03:25:06.571,10 Nov 2021 03:28:53.151,226.580,"Awarua"
438,10 Nov 2021 04:10:08.840,10 Nov 2021 04:12:48.718,159.877,"Azores"
439,10 Nov 2021 04:35:54.446,10 Nov 2021 04:37:48.949,114.503,"Bangladore"
440,10 Nov 2021 04:49:54.463,10 Nov 2021 04:53:28.878,214.416,"Mingenew"
441,10 Nov 2021 05:02:03.255,10 Nov 2021 05:04:54.143,170.888,"Awarua"
442,10 Nov 2021 05:58:25.871,10 Nov 2021 05:59:46.839,80.968,"Nemea"
443,10 Nov 2021 06:05:10.678,10 Nov 2021 06:08:34.365,203.686,"Dubai"
444,10 Nov 2021 06:38:42.576,10 Nov 2021 06:41:42.466,179.890,"Awarua"
445,10 Nov 2021 07:34:02.741,10 Nov 2021 07:36:42.041,159.300,"Nemea"
446,10 Nov 2021 07:51:31.234,10 Nov 2021 07:54:21.736,170.502,"Mauritius"
447,10 Nov 2021 08:14:45.541,10 Nov 2021 08:18:30.265,224.723,"Awarua"
448,10 Nov 2021 08:42:35.987,10 Nov 2021 08:46:07.037,211.050,"Los_Angeles"
449,10 Nov 2021 09:05:29.231,10 Nov 2021 09:08:42.019,192.788,"Puertollano"
450,10 Nov 2021 10:10:02.389,10 Nov 2021 10:13:23.918,201.529,"Hawaii"
451,10 Nov 2021 10:37:53.464,10 Nov 2021 10:41:06.763,193.299,"Azores"
452,10 Nov 2021 10:41:47.171,10 Nov 2021 10:45:00.916,193.745,"Maspalomas"
453,10 Nov 2021 10:59:57.743,10 Nov 2021 11:03:03.315,185.572,"Hartebeesthoek"
454,10 Nov 2021 12:58:06.346,10 Nov 2021 13:00:46.843,160.496,"Mingenew"
455,10 Nov 2021 15:24:01.530,10 Nov 2021 15:26:50.730,169.200,"Panama"
456,10 Nov 2021 16:14:25.367,10 Nov 2021 16:17:58.102,212.735,"Singapore"
457,10 Nov 2021 16:24:36.781,10 Nov 2021 16:28:14.774,217.993,"Jeju"
458,10 Nov 2021 16:27:27.545,10 Nov 2021 16:30:32.511,184.965,"Tokyo"
459,10 Nov 2021 16:48:28.133,10 Nov 2021 16:52:07.080,218.946,"Los_Angeles"
460,10 Nov 2021 17:10:30.625,10 Nov 2021 17:14:12.342,221.717,"Cordoba"
461,10 Nov 2021 17:38:45.573,10 Nov 2021 17:42:00.247,194.674,"Mauritius"
462,10 Nov 2021 19:09:05.295,10 Nov 2021 19:12:03.100,177.805,"Hartebeesthoek"
463,10 Nov 2021 19:57:42.021,10 Nov 2021 20:01:03.706,201.684,"Hawaii"
464,10 Nov 2021 20:24:57.863,10 Nov 2021 20:28:27.987,210.123,"Punta_Arenas"
465,10 Nov 2021 20:25:43.682,10 Nov 2021 20:29:01.015,197.333,"Tolhuin"
466,10 Nov 2021 21:00:07.361,10 Nov 2021 21:03:29.244,201.883,"Dubai"
467,10 Nov 2021 22:00:57.186,10 Nov 2021 22:04:41.139,223.953,"Punta_Arenas"
468,10 Nov 2021 22:01:38.722,10 Nov 2021 22:05:05.304,206.582,"Tolhuin"
469,10 Nov 2021 22:56:26.386,10 Nov 2021 22:59:50.366,203.980,"Tokyo"
470,10 Nov 2021 23:37:26.110,10 Nov 2021 23:40:12.774,166.664,"Punta_Arenas"
471,10 Nov 2021 23:38:54.917,10 Nov 2021 23:39:29.238,34.322,"Tolhuin"
472,11 Nov 2021 00:09:23.752,11 Nov 2021 00:13:02.203,218.451,"Nemea"
473,11 Nov 2021 00:30:44.815,11 Nov 2021 00:34:23.775,218.960,"Jeju"
474,11 Nov 2021 01:17:26.521,11 Nov 2021 01:21:10.998,224.477,"Cordoba"
475,11 Nov 2021 01:37:28.695,11 Nov 2021 01:41:11.437,222.741,"Maspalomas"
476,11 Nov 2021 01:41:19.606,11 Nov 2021 01:45:03.035,223.429,"Puertollano"
477,11 Nov 2021 02:29:58.296,11 Nov 2021 02:32:38.585,160.289,"Awarua"
478,11 Nov 2021 03:13:44.291,11 Nov 2021 03:17:27.917,223.626,"Azores"
479,11 Nov 2021 03:46:02.038,11 Nov 2021 03:49:31.956,209.917,"Singapore"
480,11 Nov 2021 04:05:42.232,11 Nov 2021 04:09:13.926,211.694,"Awarua"
481,11 Nov 2021 04:35:39.802,11 Nov 2021 04:39:18.194,218.392,"Panama"
482,11 Nov 2021 05:10:06.744,11 Nov 2021 05:12:04.196,117.452,"Dubai"
483,11 Nov 2021 05:15:31.570,11 Nov 2021 05:18:53.659,202.089,"Bangladore"
484,11 Nov 2021 05:30:48.446,11 Nov 2021 05:33:24.183,155.737,"Mingenew"
485,11 Nov 2021 05:42:50.881,11 Nov 2021 05:45:24.786,153.904,"Awarua"
486,11 Nov 2021 06:37:51.368,11 Nov 2021 06:41:27.265,215.897,"Nemea"
487,11 Nov 2021 07:18:59.549,11 Nov 2021 07:22:34.520,214.971,"Awarua"
488,11 Nov 2021 08:09:36.943,11 Nov 2021 08:13:02.014,205.071,"Puertollano"
489,11 Nov 2021 08:31:42.180,11 Nov 2021 08:34:50.697,188.517,"Mauritius"
490,11 Nov 2021 08:55:39.782,11 Nov 2021 08:58:10.933,151.150,"Awarua"
491,11 Nov 2021 09:23:09.805,11 Nov 2021 09:26:21.338,191.532,"Los_Angeles"
492,11 Nov 2021 09:42:01.276,11 Nov 2021 09:45:26.620,205.344,"Azores"
493,11 Nov 2021 09:46:19.411,11 Nov 2021 09:48:56.370,156.959,"Maspalomas"
494,11 Nov 2021 10:04:28.594,11 Nov 2021 10:07:05.788,157.194,"Hartebeesthoek"
495,11 Nov 2021 10:50:49.990,11 Nov 2021 10:53:19.938,149.948,"Hawaii"
496,11 Nov 2021 13:38:02.855,11 Nov 2021 13:41:39.648,216.794,"Mingenew"
497,11 Nov 2021 15:31:28.540,11 Nov 2021 15:34:55.539,206.999,"Tokyo"
498,11 Nov 2021 15:53:22.234,11 Nov 2021 15:55:30.124,127.890,"Los_Angeles"
499,11 Nov 2021 16:04:20.319,11 Nov 2021 16:07:10.462,170.143,"Panama"
500,11 Nov 2021 17:05:23.838,11 Nov 2021 17:08:18.545,174.707,"Jeju"
501,11 Nov 2021 17:52:11.679,11 Nov 2021 17:53:29.134,77.454,"Cordoba"
502,11 Nov 2021 18:19:17.723,11 Nov 2021 18:22:07.835,170.112,"Mauritius"
503,11 Nov 2021 18:29:08.281,11 Nov 2021 18:32:46.361,218.080,"Bangladore"
504,11 Nov 2021 19:29:50.537,11 Nov 2021 19:32:19.456,148.918,"Punta_Arenas"
505,11 Nov 2021 19:30:38.519,11 Nov 2021 19:32:53.588,135.068,"Tolhuin"
506,11 Nov 2021 19:49:16.006,11 Nov 2021 19:52:36.973,200.967,"Hartebeesthoek"
507,11 Nov 2021 20:05:02.573,11 Nov 2021 20:07:10.142,127.569,"Dubai"
508,11 Nov 2021 20:38:36.013,11 Nov 2021 20:40:47.116,131.103,"Hawaii"
509,11 Nov 2021 21:05:12.117,11 Nov 2021 21:08:55.033,222.915,"Punta_Arenas"
510,11 Nov 2021 21:05:55.199,11 Nov 2021 21:09:25.868,210.669,"Tolhuin"
511,11 Nov 2021 22:41:23.080,11 Nov 2021 22:44:57.626,214.546,"Punta_Arenas"
512,11 Nov 2021 22:42:08.412,11 Nov 2021 22:45:09.212,180.799,"Tolhuin"
513,11 Nov 2021 23:14:09.833,11 Nov 2021 23:16:50.106,160.273,"Nemea"
514,11 Nov 2021 23:35:42.129,11 Nov 2021 23:37:43.611,121.482,"Jeju"
515,11 Nov 2021 23:36:51.343,11 Nov 2021 23:40:10.938,199.595,"Tokyo"
516,12 Nov 2021 00:51:01.432,12 Nov 2021 00:52:30.344,88.911,"Nemea"
517,12 Nov 2021 01:59:26.191,12 Nov 2021 01:59:43.942,17.751,"Cordoba"
518,12 Nov 2021 02:22:09.002,12 Nov 2021 02:25:08.808,179.806,"Puertollano"
519,12 Nov 2021 03:09:44.207,12 Nov 2021 03:13:28.897,224.690,"Awarua"
520,12 Nov 2021 03:54:33.200,12 Nov 2021 03:57:34.056,180.856,"Azores"
521,12 Nov 2021 04:34:38.989,12 Nov 2021 04:37:59.626,200.637,"Mingenew"
522,12 Nov 2021 04:46:34.701,12 Nov 2021 04:49:31.244,176.543,"Awarua"
523,12 Nov 2021 05:49:42.220,12 Nov 2021 05:53:17.999,215.780,"Dubai"
524,12 Nov 2021 06:23:19.853,12 Nov 2021 06:26:13.822,173.969,"Awarua"
525,12 Nov 2021 07:18:27.777,12 Nov 2021 07:21:33.373,185.596,"Nemea"
526,12 Nov 2021 07:36:33.190,12 Nov 2021 07:38:36.021,122.831,"Mauritius"
527,12 Nov 2021 07:59:21.036,12 Nov 2021 08:03:08.368,227.331,"Awarua"
528,12 Nov 2021 08:27:21.763,12 Nov 2021 08:30:36.759,194.996,"Los_Angeles"
529,12 Nov 2021 08:49:59.566,12 Nov 2021 08:53:27.173,207.608,"Puertollano"
530,12 Nov 2021 09:54:52.961,12 Nov 2021 09:57:49.058,176.097,"Hawaii"
531,12 Nov 2021 10:22:23.838,12 Nov 2021 10:25:51.873,208.034,"Azores"
532,12 Nov 2021 10:26:16.651,12 Nov 2021 10:29:46.907,210.257,"Maspalomas"
533,12 Nov 2021 10:44:24.332,12 Nov 2021 10:47:49.214,204.882,"Hartebeesthoek"
534,12 Nov 2021 12:43:03.112,12 Nov 2021 12:45:00.545,117.433,"Mingenew"
535,12 Nov 2021 15:09:03.824,12 Nov 2021 15:11:02.124,118.300,"Panama"
536,12 Nov 2021 15:58:58.978,12 Nov 2021 16:02:39.379,220.401,"Singapore"
537,12 Nov 2021 16:09:20.073,12 Nov 2021 16:12:46.559,206.486,"Jeju"
538,12 Nov 2021 16:11:54.524,12 Nov 2021 16:15:16.509,201.985,"Tokyo"
539,12 Nov 2021 16:33:03.686,12 Nov 2021 16:36:45.630,221.944,"Los_Angeles"
540,12 Nov 2021 16:55:08.155,12 Nov 2021 16:58:48.795,220.640,"Cordoba"
541,12 Nov 2021 17:23:36.615,12 Nov 2021 17:26:21.826,165.211,"Mauritius"
542,12 Nov 2021 18:53:58.916,12 Nov 2021 18:56:20.907,141.991,"Hartebeesthoek"
543,12 Nov 2021 19:42:29.674,12 Nov 2021 19:45:29.195,179.521,"Hawaii"
544,12 Nov 2021 20:09:37.595,12 Nov 2021 20:13:03.313,205.719,"Punta_Arenas"
545,12 Nov 2021 20:10:23.837,12 Nov 2021 20:13:36.555,192.718,"Tolhuin"
546,12 Nov 2021 20:44:36.887,12 Nov 2021 20:48:12.687,215.800,"Dubai"
547,12 Nov 2021 21:45:33.830,12 Nov 2021 21:49:18.244,224.413,"Punta_Arenas"
548,12 Nov 2021 21:46:15.329,12 Nov 2021 21:49:43.783,208.454,"Tolhuin"
549,12 Nov 2021 22:41:09.724,12 Nov 2021 22:44:18.261,188.537,"Tokyo"
550,12 Nov 2021 23:21:58.435,12 Nov 2021 23:24:56.978,178.543,"Punta_Arenas"
551,12 Nov 2021 23:23:07.449,12 Nov 2021 23:24:34.993,87.544,"Tolhuin"
552,12 Nov 2021 23:53:57.473,12 Nov 2021 23:57:41.003,223.530,"Nemea"
553,13 Nov 2021 00:15:20.440,13 Nov 2021 00:19:02.262,221.822,"Jeju"
554,13 Nov 2021 01:02:04.302,13 Nov 2021 01:05:46.802,222.501,"Cordoba"
555,13 Nov 2021 01:22:06.494,13 Nov 2021 01:25:47.837,221.342,"Maspalomas"
556,13 Nov 2021 01:25:59.407,13 Nov 2021 01:29:37.495,218.088,"Puertollano"
557,13 Nov 2021 02:14:51.355,13 Nov 2021 02:17:02.602,131.247,"Awarua"
558,13 Nov 2021 02:58:24.165,13 Nov 2021 03:02:02.326,218.161,"Azores"
559,13 Nov 2021 03:30:48.846,13 Nov 2021 03:33:59.987,191.141,"Singapore"
560,13 Nov 2021 03:50:15.171,13 Nov 2021 03:53:51.682,216.511,"Awarua"
561,13 Nov 2021 04:20:23.548,13 Nov 2021 04:23:49.577,206.029,"Panama"
562,13 Nov 2021 05:00:02.899,13 Nov 2021 05:03:37.535,214.636,"Bangladore"
563,13 Nov 2021 05:15:09.664,13 Nov 2021 05:18:14.200,184.536,"Mingenew"
564,13 Nov 2021 05:27:24.682,13 Nov 2021 05:29:58.864,154.182,"Awarua"
565,13 Nov 2021 06:22:31.814,13 Nov 2021 06:25:58.642,206.828,"Nemea"
566,13 Nov 2021 07:03:37.386,13 Nov 2021 07:07:07.141,209.755,"Awarua"
567,13 Nov 2021 07:54:18.935,13 Nov 2021 07:57:30.969,192.034,"Puertollano"
568,13 Nov 2021 08:16:09.200,13 Nov 2021 08:19:36.903,207.703,"Mauritius"
569,13 Nov 2021 08:40:06.390,13 Nov 2021 08:43:01.072,174.682,"Awarua"
570,13 Nov 2021 09:07:37.626,13 Nov 2021 09:11:04.977,207.351,"Los_Angeles"
571,13 Nov 2021 09:26:43.258,13 Nov 2021 09:29:55.579,192.321,"Azores"
572,13 Nov 2021 09:31:17.675,13 Nov 2021 09:33:08.869,111.194,"Maspalomas"
573,13 Nov 2021 09:49:34.742,13 Nov 2021 09:51:16.293,101.551,"Hartebeesthoek"
574,13 Nov 2021 10:35:08.829,13 Nov 2021 10:38:13.605,184.776,"Hawaii"
575,13 Nov 2021 13:22:36.872,13 Nov 2021 13:26:20.275,223.403,"Mingenew"
576,13 Nov 2021 15:16:15.238,13 Nov 2021 15:19:24.521,189.283,"Tokyo"
577,13 Nov 2021 15:38:25.240,13 Nov 2021 15:39:36.263,71.023,"Los_Angeles"
578,13 Nov 2021 15:48:43.798,13 Nov 2021 15:52:02.368,198.570,"Panama"
579,13 Nov 2021 16:49:48.798,13 Nov 2021 16:53:04.561,195.763,"Jeju"
580,13 Nov 2021 17:14:33.774,13 Nov 2021 17:15:48.883,75.108,"Los_Angeles"
581,13 Nov 2021 17:36:17.699,13 Nov 2021 17:38:32.808,135.108,"Cordoba"
582,13 Nov 2021 18:03:41.324,13 Nov 2021 18:07:00.068,198.744,"Mauritius"
583,13 Nov 2021 18:13:44.478,13 Nov 2021 18:17:24.808,220.330,"Bangladore"
584,13 Nov 2021 19:14:39.157,13 Nov 2021 19:16:48.139,128.982,"Punta_Arenas"
585,13 Nov 2021 19:15:27.415,13 Nov 2021 19:17:22.268,114.854,"Tolhuin"
586,13 Nov 2021 19:33:46.332,13 Nov 2021 19:37:21.956,215.624,"Hartebeesthoek"
587,13 Nov 2021 20:22:52.399,13 Nov 2021 20:25:46.872,174.473,"Hawaii"
588,13 Nov 2021 20:49:49.624,13 Nov 2021 20:53:31.464,221.840,"Punta_Arenas"
589,13 Nov 2021 20:50:33.153,13 Nov 2021 20:54:02.827,209.674,"Tolhuin"
590,13 Nov 2021 22:25:58.994,13 Nov 2021 22:29:36.274,217.280,"Punta_Arenas"
591,13 Nov 2021 22:26:43.085,13 Nov 2021 22:29:50.688,187.603,"Tolhuin"
592,13 Nov 2021 22:59:09.101,13 Nov 2021 23:01:07.848,118.747,"Nemea"
593,13 Nov 2021 23:20:50.133,13 Nov 2021 23:21:44.734,54.601,"Jeju"
594,13 Nov 2021 23:21:22.406,13 Nov 2021 23:24:55.137,212.731,"Tokyo"
595,14 Nov 2021 00:35:14.494,14 Nov 2021 00:37:25.781,131.287,"Nemea"
596,14 Nov 2021 00:56:52.257,14 Nov 2021 00:58:03.769,71.512,"Jeju"
597,14 Nov 2021 01:43:10.363,14 Nov 2021 01:45:17.061,126.698,"Cordoba"
598,14 Nov 2021 02:03:25.078,14 Nov 2021 02:05:21.295,116.218,"Maspalomas"
599,14 Nov 2021 02:06:35.962,14 Nov 2021 02:09:52.200,196.237,"Puertollano"
600,14 Nov 2021 02:54:23.025,14 Nov 2021 02:58:03.975,220.950,"Awarua"
601,14 Nov 2021 03:39:00.270,14 Nov 2021 03:42:17.358,197.088,"Azores"
602,14 Nov 2021 04:11:38.604,14 Nov 2021 04:13:48.072,129.469,"Singapore"
603,14 Nov 2021 04:19:28.506,14 Nov 2021 04:22:25.992,177.486,"Mingenew"
604,14 Nov 2021 04:31:06.074,14 Nov 2021 04:34:08.644,182.570,"Awarua"
605,14 Nov 2021 05:01:32.496,14 Nov 2021 05:03:21.447,108.951,"Panama"
606,14 Nov 2021 05:34:17.434,14 Nov 2021 05:37:57.372,219.938,"Dubai"
607,14 Nov 2021 06:07:56.796,14 Nov 2021 06:10:45.305,168.508,"Awarua"
608,14 Nov 2021 07:02:56.848,14 Nov 2021 07:06:20.033,203.185,"Nemea"
609,14 Nov 2021 07:43:57.129,14 Nov 2021 07:47:45.369,228.240,"Awarua"
610,14 Nov 2021 08:12:12.318,14 Nov 2021 08:15:02.334,170.016,"Los_Angeles"
611,14 Nov 2021 08:34:32.318,14 Nov 2021 08:38:09.261,216.943,"Puertollano"
612,14 Nov 2021 09:39:52.982,14 Nov 2021 09:42:05.169,132.188,"Hawaii"
613,14 Nov 2021 10:06:56.618,14 Nov 2021 10:10:33.927,217.310,"Azores"
614,14 Nov 2021 10:10:49.901,14 Nov 2021 10:14:28.516,218.614,"Maspalomas"
615,14 Nov 2021 10:28:55.361,14 Nov 2021 10:32:31.360,215.999,"Hartebeesthoek"
616,14 Nov 2021 15:43:37.747,14 Nov 2021 15:47:15.549,217.802,"Singapore"
617,14 Nov 2021 15:54:07.398,14 Nov 2021 15:57:14.954,187.557,"Jeju"
618,14 Nov 2021 15:56:24.376,14 Nov 2021 15:59:58.348,213.972,"Tokyo"
619,14 Nov 2021 16:17:41.403,14 Nov 2021 16:21:21.328,219.925,"Los_Angeles"
620,14 Nov 2021 16:39:49.007,14 Nov 2021 16:43:22.595,213.589,"Cordoba"
621,14 Nov 2021 17:08:37.305,14 Nov 2021 17:10:33.091,115.786,"Mauritius"
622,14 Nov 2021 18:39:06.148,14 Nov 2021 18:40:24.342,78.194,"Hartebeesthoek"
623,14 Nov 2021 19:27:24.288,14 Nov 2021 19:29:47.091,142.803,"Hawaii"
624,14 Nov 2021 19:54:17.974,14 Nov 2021 19:57:38.261,200.287,"Punta_Arenas"
625,14 Nov 2021 19:55:04.605,14 Nov 2021 19:58:11.694,187.089,"Tolhuin"
626,14 Nov 2021 20:29:10.498,14 Nov 2021 20:32:52.712,222.215,"Dubai"
627,14 Nov 2021 21:30:10.557,14 Nov 2021 21:33:55.211,224.654,"Punta_Arenas"
628,14 Nov 2021 21:30:52.133,14 Nov 2021 21:34:21.969,209.836,"Tolhuin"
629,14 Nov 2021 22:25:55.625,14 Nov 2021 22:28:42.873,167.248,"Tokyo"
630,14 Nov 2021 23:06:31.736,14 Nov 2021 23:09:39.866,188.130,"Punta_Arenas"
631,14 Nov 2021 23:07:32.293,14 Nov 2021 23:09:28.074,115.781,"Tolhuin"
632,14 Nov 2021 23:38:33.406,14 Nov 2021 23:42:18.268,224.863,"Nemea"
633,14 Nov 2021 23:59:58.295,15 Nov 2021 00:03:37.828,219.532,"Jeju"
634,15 Nov 2021 00:46:44.510,15 Nov 2021 00:50:19.492,214.982,"Cordoba"
635,15 Nov 2021 01:06:48.058,15 Nov 2021 01:10:21.113,213.055,"Maspalomas"
636,15 Nov 2021 01:10:41.828,15 Nov 2021 01:14:09.988,208.161,"Puertollano"
637,15 Nov 2021 01:59:53.193,15 Nov 2021 02:01:18.404,85.211,"Awarua"
638,15 Nov 2021 02:43:06.665,15 Nov 2021 02:46:34.760,208.095,"Azores"
639,15 Nov 2021 03:15:43.420,15 Nov 2021 03:18:20.106,156.685,"Singapore"
640,15 Nov 2021 03:34:48.683,15 Nov 2021 03:38:29.276,220.593,"Awarua"
641,15 Nov 2021 04:05:13.622,15 Nov 2021 04:08:14.813,181.191,"Panama"
642,15 Nov 2021 04:44:39.072,15 Nov 2021 04:48:16.232,217.160,"Bangladore"
643,15 Nov 2021 04:59:36.056,15 Nov 2021 05:02:59.787,203.731,"Mingenew"
644,15 Nov 2021 05:11:57.903,15 Nov 2021 05:14:33.551,155.648,"Awarua"
645,15 Nov 2021 06:07:13.895,15 Nov 2021 06:10:27.703,193.808,"Nemea"
646,15 Nov 2021 06:48:15.291,15 Nov 2021 06:51:39.330,204.039,"Awarua"
647,15 Nov 2021 07:39:02.658,15 Nov 2021 07:41:57.523,174.865,"Puertollano"
648,15 Nov 2021 08:00:41.218,15 Nov 2021 08:04:18.701,217.484,"Mauritius"
649,15 Nov 2021 08:24:35.868,15 Nov 2021 08:27:47.800,191.932,"Awarua"
650,15 Nov 2021 08:52:08.494,15 Nov 2021 08:55:46.287,217.793,"Los_Angeles"
651,15 Nov 2021 09:11:26.963,15 Nov 2021 09:14:22.146,175.183,"Azores"
652,15 Nov 2021 10:19:34.834,15 Nov 2021 10:23:00.743,205.909,"Hawaii"
653,15 Nov 2021 13:07:13.765,15 Nov 2021 13:10:57.368,223.603,"Mingenew"
654,15 Nov 2021 15:01:06.882,15 Nov 2021 15:03:49.192,162.310,"Tokyo"
655,15 Nov 2021 15:33:13.984,15 Nov 2021 15:36:47.391,213.407,"Panama"
656,15 Nov 2021 16:34:17.320,15 Nov 2021 16:37:47.748,210.428,"Jeju"
657,15 Nov 2021 16:58:40.089,15 Nov 2021 17:00:59.786,139.697,"Los_Angeles"
658,15 Nov 2021 17:20:35.833,15 Nov 2021 17:23:25.140,169.307,"Cordoba"
659,15 Nov 2021 17:48:10.863,15 Nov 2021 17:51:45.898,215.035,"Mauritius"
660,15 Nov 2021 17:58:25.594,15 Nov 2021 18:01:58.696,213.102,"Bangladore"
661,15 Nov 2021 18:59:31.721,15 Nov 2021 19:01:13.278,101.557,"Punta_Arenas"
662,15 Nov 2021 19:00:20.622,15 Nov 2021 19:01:46.978,86.356,"Tolhuin"
663,15 Nov 2021 19:18:20.427,15 Nov 2021 19:22:02.581,222.154,"Hartebeesthoek"
664,15 Nov 2021 20:07:17.773,15 Nov 2021 20:10:37.216,199.443,"Hawaii"
665,15 Nov 2021 20:34:27.367,15 Nov 2021 20:38:07.787,220.420,"Punta_Arenas"
666,15 Nov 2021 20:35:11.365,15 Nov 2021 20:38:39.603,208.238,"Tolhuin"
667,15 Nov 2021 22:10:35.097,15 Nov 2021 22:14:14.533,219.437,"Punta_Arenas"
668,15 Nov 2021 22:11:18.250,15 Nov 2021 22:14:31.434,193.184,"Tolhuin"
669,15 Nov 2021 22:44:44.405,15 Nov 2021 22:44:50.182,5.777,"Nemea"
670,15 Nov 2021 23:05:56.050,15 Nov 2021 23:09:36.093,220.042,"Tokyo"
671,15 Nov 2021 23:47:42.837,15 Nov 2021 23:48:53.907,71.070,"Punta_Arenas"
672,16 Nov 2021 00:19:34.589,16 Nov 2021 00:22:14.876,160.287,"Nemea"
